model,variant,dataset,N,pred_len,seed,MSE,MAE,provenance_id
Nonstationary_Transformer,,solar_AL,137,336,2021,0.30536094307899475,0.28283435106277466,ns_transformer_tslib_solar_AL_pl336_s2021
Nonstationary_Transformer,,solar_AL,137,336,2022,0.2903883159160614,0.2756749987602234,ns_transformer_tslib_solar_AL_pl336_s2022
Nonstationary_Transformer,,solar_AL,137,336,2023,0.2923926115036011,0.28060677647590637,ns_transformer_tslib_solar_AL_pl336_s2023
Nonstationary_Transformer,,solar_AL,137,336,2024,0.2942056655883789,0.2799117863178253,ns_transformer_tslib_solar_AL_pl336_s2024
Nonstationary_Transformer,,solar_AL,137,336,2025,0.29156890511512756,0.27852514386177063,ns_transformer_tslib_solar_AL_pl336_s2025
Nonstationary_Transformer,,solar_AL,137,720,2021,0.29753226041793823,0.2953425645828247,ns_transformer_tslib_solar_AL_pl720_s2021
Nonstationary_Transformer,,solar_AL,137,720,2022,0.28970810770988464,0.2920263707637787,ns_transformer_tslib_solar_AL_pl720_s2022
Nonstationary_Transformer,,solar_AL,137,720,2023,0.28455403447151184,0.2918945848941803,ns_transformer_tslib_solar_AL_pl720_s2023
Nonstationary_Transformer,,solar_AL,137,720,2024,0.2839337885379791,0.2924136519432068,ns_transformer_tslib_solar_AL_pl720_s2024
Nonstationary_Transformer,,solar_AL,137,720,2025,0.30426695942878723,0.2873896658420563,ns_transformer_tslib_solar_AL_pl720_s2025
Nonstationary_Transformer,,traffic,862,96,2021,0.6137071847915649,0.3421628773212433,ns_transformer_tslib_traffic_pl96_s2021
Nonstationary_Transformer,,traffic,862,96,2022,0.6250767707824707,0.34783175587654114,ns_transformer_tslib_traffic_pl96_s2022
Nonstationary_Transformer,,traffic,862,96,2023,0.6161323189735413,0.34040722250938416,ns_transformer_tslib_traffic_pl96_s2023
Nonstationary_Transformer,,traffic,862,96,2024,0.6158583164215088,0.34111273288726807,ns_transformer_tslib_traffic_pl96_s2024
